-1 -1 0 1.49976e-32
-0.993355 -1 0 2.55619e-18
-0.986711 -1 0 5.11126e-18
-0.980066 -1 0 7.66411e-18
-0.973422 -1 0 1.02136e-17
-0.966777 -1 0 1.27587e-17
-0.960133 -1 0 1.52982e-17
-0.953488 -1 0 1.7831e-17
-0.946844 -1 0 2.03561e-17
-0.940199 -1 0 2.28723e-17
-0.933555 -1 0 2.53785e-17
-0.92691 -1 0 2.78737e-17
-0.920266 -1 0 3.03567e-17
-0.913621 -1 0 3.28265e-17
-0.906977 -1 0 3.5282e-17
-0.900332 -1 0 3.77221e-17
-0.893688 -1 0 4.01458e-17
-0.887043 -1 0 4.2552e-17
-0.880399 -1 0 4.49396e-17
-0.873754 -1 0 4.73077e-17
-0.86711 -1 0 4.96551e-17
-0.860465 -1 0 5.1981e-17
-0.853821 -1 0 5.42841e-17
-0.847176 -1 0 5.65636e-17
-0.840532 -1 0 5.88185e-17
-0.833887 -1 0 6.10478e-17
-0.827243 -1 0 6.32504e-17
-0.820598 -1 0 6.54255e-17
-0.813953 -1 0 6.75721e-17
-0.807309 -1 0 6.96892e-17
-0.800664 -1 0 7.1776e-17
-0.79402 -1 0 7.38315e-17
-0.787375 -1 0 7.58548e-17
-0.780731 -1 0 7.78451e-17
-0.774086 -1 0 7.98014e-17
-0.767442 -1 0 8.1723e-17
-0.760797 -1 0 8.3609e-17
-0.754153 -1 0 8.54585e-17
-0.747508 -1 0 8.72708e-17
-0.740864 -1 0 8.90451e-17
-0.734219 -1 0 9.07806e-17
-0.727575 -1 0 9.24765e-17
-0.72093 -1 0 9.41321e-17
-0.714286 -1 0 9.57467e-17
-0.707641 -1 0 9.73196e-17
-0.700997 -1 0 9.88501e-17
-0.694352 -1 0 1.00338e-16
-0.687708 -1 0 1.01781e-16
-0.681063 -1 0 1.03181e-16
-0.674419 -1 0 1.04535e-16
-0.667774 -1 0 1.05844e-16
-0.66113 -1 0 1.07107e-16
-0.654485 -1 0 1.08323e-16
-0.647841 -1 0 1.09491e-16
-0.641196 -1 0 1.10613e-16
-0.634551 -1 0 1.11686e-16
-0.627907 -1 0 1.1271e-16
-0.621262 -1 0 1.13685e-16
-0.614618 -1 0 1.14611e-16
-0.607973 -1 0 1.15486e-16
-0.601329 -1 0 1.16312e-16
-0.594684 -1 0 1.17087e-16
-0.58804 -1 0 1.1781e-16
-0.581395 -1 0 1.18483e-16
-0.574751 -1 0 1.19103e-16
-0.568106 -1 0 1.19672e-16
-0.561462 -1 0 1.20189e-16
-0.554817 -1 0 1.20653e-16
-0.548173 -1 0 1.21065e-16
-0.541528 -1 0 1.21424e-16
-0.534884 -1 0 1.2173e-16
-0.528239 -1 0 1.21983e-16
-0.521595 -1 0 1.22183e-16
-0.51495 -1 0 1.2233e-16
-0.508306 -1 0 1.22423e-16
-0.501661 -1 0 1.22463e-16
-0.495017 -1 0 1.2245e-16
-0.488372 -1 0 1.22383e-16
-0.481728 -1 0 1.22263e-16
-0.475083 -1 0 1.2209e-16
-0.468439 -1 0 1.21863e-16
-0.461794 -1 0 1.21584e-16
-0.45515 -1 0 1.21251e-16
-0.448505 -1 0 1.20866e-16
-0.44186 -1 0 1.20428e-16
-0.435216 -1 0 1.19937e-16
-0.428571 -1 0 1.19394e-16
-0.421927 -1 0 1.18799e-16
-0.415282 -1 0 1.18153e-16
-0.408638 -1 0 1.17455e-16
-0.401993 -1 0 1.16706e-16
-0.395349 -1 0 1.15905e-16
-0.388704 -1 0 1.15055e-16
-0.38206 -1 0 1.14154e-16
-0.375415 -1 0 1.13204e-16
-0.368771 -1 0 1.12204e-16
-0.362126 -1 0 1.11155e-16
-0.355482 -1 0 1.10058e-16
-0.348837 -1 0 1.08913e-16
-0.342193 -1 0 1.0772e-16
-0.335548 -1 0 1.06481e-16
-0.328904 -1 0 1.05195e-16
-0.322259 -1 0 1.03863e-16
-0.315615 -1 0 1.02487e-16
-0.30897 -1 0 1.01065e-16
-0.302326 -1 0 9.95993e-17
